,Age,Bats/Throws,Height/Weight,Birthdate,Name,POS,pid
1012,Age: 40,Bats/Throws: L/L,"5' 11"" / 170","10/3/1978 (40 y, 7 m, 18 d)",Steve Kent,P,1218.0
1013,Age: 49,Bats/Throws: L/L,"6' 1"" / 205",5/21/1970 (49 y),Tom Martin,P,1219.0
1014,Age: 41,Bats/Throws: R/R,"6' 2"" / 170","7/25/1977 (41 y, 9 m, 26 d)",Travis Phelps,P,1221.0
1015,Age: 41,Bats/Throws: R/R,"6' 2"" / 215","9/15/1977 (41 y, 8 m, 6 d)",Damian Rolls,3B/OF,1222.0
1016,Age: 44,Bats/Throws: R/R,"6' 5"" / 248","3/31/1975 (44 y, 1 m, 21 d)",Ryan Rupe,P,1223.0
1017,Age: 41,Bats/Throws: R/R,"6' 3"" / 225","3/2/1978 (41 y, 2 m, 19 d)",Jared Sandberg,3B,1224.0
1018,Age: 40,Bats/Throws: L/L,"6' 2"" / 235","6/20/1978 (40 y, 11 m, 1 d)",Bobby Seay,P,1225.0
1019,Age: 47,Bats/Throws: R/R,"6' 2"" / 180","11/19/1971 (47 y, 6 m, 2 d)",Andy Sheets,SS,1226.0
1020,Age: 41,Bats/Throws: L/R,"6' 3"" / 190","7/24/1977 (41 y, 9 m, 27 d)",Jason Smith,2B/SS,1227.0
1021,Age: 42,Bats/Throws: R/R,"6' 2"" / 220","4/28/1977 (42 y, 23 d)",Jorge Sosa,P,1228.0
1022,Age: 40,Bats/Throws: R/R,"6' 4"" / 230","11/9/1978 (40 y, 6 m, 12 d)",Jason Standridge,P,1229.0
1023,Age: 48,Bats/Throws: R/R,"6' 5"" / 230","10/12/1970 (48 y, 7 m, 9 d)",Tanyon Sturtze,P,1230.0
1024,Age: 42,Bats/Throws: L/L,"6' 1"" / 175","4/23/1977 (42 y, 28 d)",Jason Tyner,OF,1232.0
1025,Age: 53,Bats/Throws: R/R,"6' 0"" / 206","7/3/1965 (53 y, 10 m, 18 d)",Greg Vaughn,OF,1233.0
1026,Age: 46,Bats/Throws: R/R,"6' 5"" / 210","3/28/1973 (46 y, 1 m, 23 d)",Paul Wilson,P,1234.0
1027,Age: 44,Bats/Throws: B/R,"6' 2"" / 193","6/9/1974 (44 y, 11 m, 12 d)",Randy Winn,OF,1235.0
1028,Age: 43,Bats/Throws: R/R,"6' 4"" / 255","6/22/1975 (43 y, 10 m, 29 d)",Esteban Yan,P,1236.0
1029,Age: 43,Bats/Throws: B/R,"6' 0"" / 205","8/6/1975 (43 y, 9 m, 15 d)",Victor Zambrano,P,1237.0
1030,Age: 52,Bats/Throws: R/R,"6' 4"" / 255","7/7/1966 (52 y, 10 m, 14 d)",Dave Burba,P,1239.0
1031,Age: 49,Bats/Throws: R/R,"6' 2"" / 235","10/22/1969 (49 y, 6 m, 29 d)",Hector Carrasco,P,1240.0
1032,Age: 45,Bats/Throws: L/R,"6' 0"" / 195","4/27/1974 (45 y, 24 d)",Frank Catalanotto,OF,1241.0
1033,Age: 44,Bats/Throws: R/R,"6' 3"" / 245","5/11/1975 (44 y, 10 d)",Francisco Cordero,P,1243.0
1034,Age: 43,Bats/Throws: R/L,"6' 4"" / 213","9/21/1975 (43 y, 8 m)",Doug Davis,P,1244.0
1035,Age: 44,Bats/Throws: R/R,"6' 3"" / 215","10/29/1974 (44 y, 6 m, 22 d)",R.A. Dickey,P,1245.0
1036,Age: 33,Bats/Throws: R/R,"5' 9"" / 180","2/8/1986 (33 y, 3 m, 13 d)",Matt Bush,P,1246.0
1037,Age: 33,Bats/Throws: B/R,"6' 5"" / 220","11/22/1985 (33 y, 5 m, 29 d)",Adam Ottavino,P,1247.0
1038,Age: 44,Bats/Throws: R/R,"6' 2"" / 195","4/16/1975 (44 y, 1 m, 5 d)",Kelly Dransfeldt,SS,1248.0
1039,Age: 47,Bats/Throws: B/R,"6' 0"" / 220","6/3/1971 (47 y, 11 m, 18 d)",Carl Everett,OF,1249.0
1040,Age: 49,Bats/Throws: R/R,"6' 3"" / 220","10/16/1969 (49 y, 7 m, 5 d)",Juan Gonzalez,OF,1251.0
1041,Age: 50,Bats/Throws: L/L,"6' 0"" / 195","1/21/1969 (50 y, 4 m)",Rusty Greer,OF,1252.0
1042,Age: 41,Bats/Throws: R/R,"6' 4"" / 230","9/5/1977 (41 y, 8 m, 16 d)",Jason Hart,OF,1253.0
1043,Age: 52,Bats/Throws: R/R,"6' 3"" / 225","5/25/1966 (52 y, 11 m, 26 d)",Bill Haselman,C,1254.0
1044,Age: 50,Bats/Throws: R/R,"6' 4"" / 240","5/5/1969 (50 y, 16 d)",Hideki Irabu,P,1255.0
1045,Age: 43,Bats/Throws: R/R,"6' 2"" / 205","7/31/1975 (43 y, 9 m, 21 d)",Gabe Kapler,OF,1256.0
1046,Age: 44,Bats/Throws: R/R,"6' 4"" / 210","3/29/1975 (44 y, 1 m, 22 d)",Dan Kolb,P,1257.0
1047,Age: 43,Bats/Throws: L/R,"6' 1"" / 207","8/9/1975 (43 y, 9 m, 12 d)",Mike Lamb,1B/3B,1258.0
1048,Age: 39,Bats/Throws: R/R,"6' 4"" / 240","8/2/1979 (39 y, 9 m, 19 d)",Colby Lewis,P,1259.0
1049,Age: 40,Bats/Throws: R/L,"6' 2"" / 215","7/13/1978 (40 y, 10 m, 8 d)",Ryan Ludwick,OF,1260.0
1050,Age: 41,Bats/Throws: R/R,"6' 0"" / 215","1/7/1978 (41 y, 4 m, 14 d)",Kevin Mench,OF,1261.0
1051,Age: 47,Bats/Throws: R/R,"5' 11"" / 190","7/30/1971 (47 y, 9 m, 21 d)",Calvin Murray,OF,1262.0
1052,Age: 41,Bats/Throws: R/R,"6' 4"" / 210","9/26/1977 (41 y, 7 m, 25 d)",Aaron Myette,P,1263.0
1053,Age: 49,Bats/Throws: R/R,"6' 2"" / 200","10/14/1969 (49 y, 7 m, 7 d)",Hector Ortiz,C,1264.0
1054,Age: 54,Bats/Throws: L/L,"6' 0"" / 215","9/24/1964 (54 y, 7 m, 27 d)",Rafael Palmeiro,1B,1266.0
1055,Age: 45,Bats/Throws: R/R,"6' 2"" / 210","6/30/1973 (45 y, 10 m, 21 d)",Chan Ho Park,P,1267.0
1056,Age: 49,Bats/Throws: R/R,"6' 2"" / 230","9/15/1969 (49 y, 8 m, 6 d)",Herbert Perry,3B,1270.0
1057,Age: 47,Bats/Throws: R/R,"6' 4"" / 230","1/9/1972 (47 y, 4 m, 12 d)",Jay Powell,P,1271.0
1058,Age: 41,Bats/Throws: L/L,"5' 11"" / 180","10/19/1977 (41 y, 7 m, 2 d)",Mario Ramos,P,1272.0
1059,Age: 44,Bats/Throws: R/L,"6' 4"" / 225","10/17/1974 (44 y, 7 m, 4 d)",John Rocker,P,1273.0
1060,Age: 43,Bats/Throws: R/R,"6' 3"" / 225","7/27/1975 (43 y, 9 m, 24 d)",Alex Rodriguez,3B/SS,1274.0
1061,Age: 47,Bats/Throws: R/R,"5' 11"" / 190","11/30/1971 (47 y, 5 m, 21 d)",Ivan Rodriguez,C,1275.0
1062,Age: 56,Bats/Throws: L/L,"6' 0"" / 205","3/1/1963 (56 y, 2 m, 20 d)",Rich Rodriguez,P,1276.0
1063,Age: 54,Bats/Throws: L/L,"6' 1"" / 190","11/10/1964 (54 y, 6 m, 11 d)",Kenny Rogers,P,1277.0
1064,Age: 39,Bats/Throws: R/R,"6' 0"" / 185","6/24/1979 (39 y, 10 m, 27 d)",Jason Romano,OF,1278.0
1065,Age: 50,Bats/Throws: R/R,"6' 1"" / 225","10/20/1968 (50 y, 7 m, 1 d)",Rudy Seanez,P,1279.0
1066,Age: 39,Bats/Throws: B/R,"6' 3"" / 215","4/11/1980 (39 y, 1 m, 10 d)",Mark Teixeira,1B,1281.0
1067,Age: 53,Bats/Throws: R/R,"6' 0"" / 195","3/6/1966 (53 y, 2 m, 15 d)",Anthony Telford,P,1282.0
1068,Age: 45,Bats/Throws: R/R,"6' 4"" / 230","8/21/1973 (45 y, 9 m)",Ismael Valdez,P,1283.0
1069,Age: 47,Bats/Throws: R/R,"6' 5"" / 240","12/9/1971 (47 y, 5 m, 12 d)",Todd Van Poppel,P,1284.0
1070,Age: 44,Bats/Throws: L/R,"6' 4"" / 217","5/15/1975 (44 y, 6 d)",Steve Woodard,P,1285.0
1071,Age: 42,Bats/Throws: R/R,"6' 1"" / 200","10/19/1976 (42 y, 7 m, 2 d)",Michael Young,SS,1286.0
1072,Age: 48,Bats/Throws: R/R,"5' 11"" / 205","9/3/1970 (48 y, 8 m, 18 d)",Dave Berg,2B/SS,1288.0
1073,Age: 51,Bats/Throws: L/L,"6' 1"" / 230","11/15/1967 (51 y, 6 m, 6 d)",Pedro Borbon,P,1289.0
1074,Age: 42,Bats/Throws: R/R,"6' 5"" / 220","8/18/1976 (42 y, 9 m, 3 d)",Brian Bowles,P,1290.0
1075,Age: 44,Bats/Throws: R/R,"6' 6"" / 230","4/27/1975 (44 y, 24 d)",Chris Carpenter,P,1292.0
1076,Age: 43,Bats/Throws: R/R,"6' 2"" / 180","10/3/1975 (43 y, 7 m, 18 d)",Scott Cassidy,P,1293.0
1077,Age: 41,Bats/Throws: R/R,"6' 2"" / 189","9/8/1977 (41 y, 8 m, 13 d)",Pasqual Coco,P,1294.0
1078,Age: 44,Bats/Throws: R/R,"6' 1"" / 195","8/19/1974 (44 y, 9 m, 2 d)",Brian Cooper,P,1295.0
1079,Age: 45,Bats/Throws: B/R,"6' 0"" / 210","4/19/1974 (45 y, 1 m, 2 d)",Jose Cruz,OF,1296.0
1080,Age: 46,Bats/Throws: L/R,"6' 3"" / 246","6/25/1972 (46 y, 10 m, 26 d)",Carlos Delgado,1B,1297.0
1081,Age: 43,Bats/Throws: R/R,"6' 1"" / 230","4/11/1976 (43 y, 1 m, 10 d)",Kelvim Escobar,P,1298.0
1082,Age: 46,Bats/Throws: L/L,"6' 1"" / 225","5/30/1972 (46 y, 11 m, 21 d)",Scott Eyre,P,1300.0
1083,Age: 42,Bats/Throws: R/R,"6' 4"" / 215","1/28/1977 (42 y, 3 m, 23 d)",Bob File,P,1301.0
1084,Age: 52,Bats/Throws: L/R,"6' 1"" / 199","10/3/1966 (52 y, 7 m, 18 d)",Darrin Fletcher,C,1302.0
1085,Age: 42,Bats/Throws: R/R,"6' 6"" / 225","5/14/1977 (42 y, 7 d)",Roy Halladay,P,1303.0
1086,Age: 43,Bats/Throws: L/L,"6' 0"" / 180","6/20/1975 (43 y, 11 m, 1 d)",Felix Heredia,P,1304.0
1087,Age: 41,Bats/Throws: L/R,"6' 2"" / 235","8/5/1977 (41 y, 9 m, 16 d)",Eric Hinske,3B/OF,1305.0
1088,Age: 48,Bats/Throws: R/R,"6' 1"" / 200","1/27/1971 (48 y, 3 m, 24 d)",Ken Huckaby,C,1306.0
1089,Age: 41,Bats/Throws: B/R,"6' 0"" / 190","12/12/1977 (41 y, 5 m, 9 d)",Orlando Hudson,2B,1307.0
1090,Age: 42,Bats/Throws: R/R,"6' 2"" / 190","2/13/1977 (42 y, 3 m, 8 d)",Joe Lawrence,2B,1308.0
1091,Age: 48,Bats/Throws: R/L,"6' 5"" / 216","3/5/1971 (48 y, 2 m, 16 d)",Brian Lesher,OF,1309.0
1092,Age: 47,Bats/Throws: R/R,"6' 2"" / 228","12/31/1971 (47 y, 4 m, 21 d)",Esteban Loaiza,P,1310.0
1093,Age: 39,Bats/Throws: B/R,"6' 0"" / 205","5/12/1980 (39 y, 9 d)",Felipe Lopez,2B/SS,1311.0
1094,Age: 39,Bats/Throws: R/R,"6' 1"" / 200","8/10/1979 (39 y, 9 m, 11 d)",Brandon Lyon,P,1312.0
1095,Age: 41,Bats/Throws: R/R,"6' 2"" / 217","8/27/1977 (41 y, 8 m, 24 d)",Justin Miller,P,1313.0
1096,Age: 48,Bats/Throws: R/R,"5' 11"" / 230","3/12/1971 (48 y, 2 m, 9 d)",Raul Mondesi,OF,1314.0
1097,Age: 47,Bats/Throws: R/R,"6' 3"" / 235","10/15/1971 (47 y, 7 m, 6 d)",Chad Mottola,OF,1315.0
1098,Age: 51,Bats/Throws: R/R,"6' 0"" / 195","12/7/1967 (51 y, 5 m, 14 d)",Steve Parris,P,1316.0
1099,Age: 41,Bats/Throws: R/R,"6' 3"" / 225","5/12/1978 (41 y, 9 d)",Josh Phelps,DH,1318.0
1100,Age: 57,Bats/Throws: L/L,"6' 5"" / 217","2/4/1962 (57 y, 3 m, 17 d)",Dan Plesac,P,1319.0
1101,Age: 41,Bats/Throws: L/R,"5' 11"" / 166","2/23/1978 (41 y, 2 m, 28 d)",Luke Prokopec,P,1320.0
1102,Age: 45,Bats/Throws: R/R,"5' 11"" / 210","2/25/1974 (45 y, 2 m, 26 d)",Shannon Stewart,OF,1322.0
1103,Age: 48,Bats/Throws: L/R,"6' 0"" / 205","10/27/1970 (48 y, 6 m, 24 d)",Pedro Swann,OF,1323.0
1104,Age: 40,Bats/Throws: R/R,"6' 2"" / 235","11/5/1978 (40 y, 6 m, 16 d)",Corey Thurman,P,1324.0
1105,Age: 50,Bats/Throws: R/R,"6' 2"" / 195","4/8/1969 (50 y, 1 m, 13 d)",Pete Walker,P,1325.0
1106,Age: 40,Bats/Throws: R/R,"6' 1"" / 230","12/8/1978 (40 y, 5 m, 13 d)",Vernon Wells,OF,1326.0
1107,Age: 40,Bats/Throws: R/R,"6' 5"" / 235","5/20/1979 (40 y, 1 d)",Jayson Werth,OF,1327.0
1108,Age: 48,Bats/Throws: R/R,"6' 0"" / 220","12/19/1970 (48 y, 5 m, 2 d)",Tom Wilson,C,1328.0
1109,Age: 42,Bats/Throws: R/R,"6' 0"" / 190","6/27/1976 (42 y, 10 m, 24 d)",Chris Woodward,SS,1329.0
1110,Age: 32,Bats/Throws: R/R,"6' 6"" / 230","10/27/1986 (32 y, 6 m, 24 d)",Pedro Beato,P,1330.0
1111,Age: 32,Bats/Throws: R/R,"6' 5"" / 240","2/13/1987 (32 y, 3 m, 8 d)",Curtis Partch,P,1333.0
1112,Age: 33,Bats/Throws: R/R,"6' 5"" / 233","8/8/1985 (33 y, 9 m, 13 d)",Blake Wood,P,1345.0
1113,Age: 33,Bats/Throws: R/R,"6' 4"" / 255","12/31/1985 (33 y, 4 m, 21 d)",Evan Reed,P,1349.0
1114,Age: 33,Bats/Throws: L/L,"6' 5"" / 230","1/1/1986 (33 y, 4 m, 20 d)",Nick Hagadone,P,1351.0
1115,Age: 35,Bats/Throws: R/R,"6' 4"" / 230","4/24/1984 (35 y, 27 d)",Brian Omogrosso,P,1353.0
1116,Age: 34,Bats/Throws: R/R,"6' 3"" / 240","5/31/1984 (34 y, 11 m, 21 d)",Andrew Bailey,P,1368.0
1117,Age: 33,Bats/Throws: L/L,"6' 5"" / 215","4/11/1986 (33 y, 1 m, 10 d)",Charlie Furbush,P,1370.0
1118,Age: 47,Bats/Throws: L/R,"5' 10"" / 165","4/6/1972 (47 y, 1 m, 15 d)",Marty Malloy,2B,1374.0
1119,Age: 52,Bats/Throws: R/R,"6' 0"" / 185","2/18/1967 (52 y, 3 m, 3 d)",John Valentin,3B/SS,1375.0
1120,Age: 51,Bats/Throws: L/L,"6' 4"" / 230","10/17/1967 (51 y, 7 m, 4 d)",Mark Johnson,1B,1376.0
1121,Age: 48,Bats/Throws: B/R,"5' 8"" / 185","8/16/1970 (48 y, 9 m, 5 d)",Quinton McCracken,OF,1377.0
1122,Age: 44,Bats/Throws: B/R,"6' 0"" / 175","10/24/1974 (44 y, 6 m, 27 d)",Wilton Guerrero,2B/OF,1378.0
1123,Age: 48,Bats/Throws: L/R,"6' 4"" / 202","1/12/1971 (48 y, 4 m, 9 d)",Andy Fox,2B/SS,1379.0
1124,Age: 54,Bats/Throws: L/R,"5' 10"" / 170","11/10/1964 (54 y, 6 m, 11 d)",Keith Lockhart,2B,1380.0
1125,Age: 48,Bats/Throws: L/R,"6' 4"" / 210","10/17/1970 (48 y, 7 m, 4 d)",John Mabry,1B/OF,1381.0
1126,Age: 49,Bats/Throws: L/L,"5' 9"" / 185","1/20/1970 (49 y, 4 m, 1 d)",Marvin Benard,OF,1382.0
1127,Age: 47,Bats/Throws: R/R,"6' 0"" / 200","8/14/1971 (47 y, 9 m, 7 d)",Mark Loretta,2B,1383.0
1128,Age: 51,Bats/Throws: L/R,"5' 9"" / 200","2/27/1968 (51 y, 2 m, 24 d)",Matt Stairs,DH/OF,1384.0
1129,Age: 51,Bats/Throws: R/R,"5' 10"" / 180","12/13/1967 (51 y, 5 m, 8 d)",Mike Mordecai,2B/3B,1385.0
1130,Age: 43,Bats/Throws: L/R,"6' 0"" / 200","10/18/1975 (43 y, 7 m, 3 d)",Alex Cora,2B/SS,1386.0
1131,Age: 46,Bats/Throws: B/R,"6' 1"" / 205","7/6/1972 (46 y, 10 m, 15 d)",Greg Norton,1B/3B,1388.0
1132,Age: 55,Bats/Throws: R/R,"6' 0"" / 175","4/30/1964 (55 y, 21 d)",Jeff Reboulet,2B/SS,1389.0
1133,Age: 57,Bats/Throws: R/R,"6' 3"" / 250","6/18/1961 (57 y, 11 m, 3 d)",Andres Galarraga,1B,1390.0
1134,Age: 52,Bats/Throws: B/R,"6' 1"" / 232","5/25/1966 (52 y, 11 m, 26 d)",Dave Hollins,3B,1391.0
1135,Age: 44,Bats/Throws: R/R,"6' 1"" / 215","2/26/1975 (44 y, 2 m, 25 d)",Mark DeRosa,2B/3B,1392.0
1136,Age: 52,Bats/Throws: L/R,"6' 1"" / 195","11/2/1966 (52 y, 6 m, 19 d)",Orlando Merced,1B/OF,1393.0
1137,Age: 54,Bats/Throws: L/R,"5' 10"" / 235","10/28/1964 (54 y, 6 m, 23 d)",Lenny Harris,3B,1394.0
1138,Age: 52,Bats/Throws: R/R,"6' 2"" / 185","8/10/1966 (52 y, 9 m, 11 d)",Gerald Williams,OF,1395.0
1139,Age: 53,Bats/Throws: L/R,"6' 0"" / 185","4/21/1966 (53 y, 1 m)",Chris Donnels,3B,1396.0
1140,Age: 42,Bats/Throws: R/L,"6' 2"" / 225","12/22/1976 (42 y, 4 m, 29 d)",Jason Lane,OF,1397.0
1141,Age: 46,Bats/Throws: R/R,"6' 2"" / 207","4/18/1973 (46 y, 1 m, 3 d)",Brady Clark,OF,1398.0
1142,Age: 43,Bats/Throws: R/R,"6' 0"" / 210","5/4/1976 (43 y, 17 d)",Jason Michaels,OF,1399.0
1143,Age: 40,Bats/Throws: B/R,"6' 0"" / 195","2/15/1979 (40 y, 3 m, 6 d)",Luis Ugueto,2B/SS/DH,1400.0
1144,Age: 56,Bats/Throws: R/R,"6' 1"" / 180","3/21/1963 (56 y, 2 m)",Shawon Dunston,SS,1401.0
1145,Age: 45,Bats/Throws: L/L,"5' 11"" / 205","10/31/1973 (45 y, 6 m, 21 d)",David Dellucci,OF,1402.0
1146,Age: 50,Bats/Throws: L/R,"6' 0"" / 195","11/24/1968 (50 y, 5 m, 27 d)",Dave Hansen,1B/3B,1403.0
1147,Age: 43,Bats/Throws: R/R,"5' 11"" / 195","3/4/1976 (43 y, 2 m, 17 d)",Hiram Bocachica,OF,1404.0
1148,Age: 39,Bats/Throws: L/R,"6' 1"" / 225","6/13/1979 (39 y, 11 m, 8 d)",Cory Aldridge,OF,1405.0
1149,Age: 59,Bats/Throws: B/R,"5' 9"" / 202","9/16/1959 (59 y, 8 m, 5 d)",Tim Raines,OF,1406.0
1150,Age: 45,Bats/Throws: L/L,"6' 1"" / 225","11/22/1973 (45 y, 5 m, 29 d)",Ricky Ledee,OF,1407.0
1151,Age: 49,Bats/Throws: L/L,"6' 1"" / 195","10/26/1969 (49 y, 6 m, 25 d)",Mark Sweeney,1B/OF,1408.0
1152,Age: 49,Bats/Throws: R/R,"6' 4"" / 240","9/11/1969 (49 y, 8 m, 10 d)",Eduardo Perez,1B,1409.0
1153,Age: 40,Bats/Throws: L/L,"6' 2"" / 173","3/14/1979 (40 y, 2 m, 7 d)",Jose Nunez,P,1410.0
1154,Age: 45,Bats/Throws: L/L,"6' 7"" / 230","1/5/1974 (45 y, 4 m, 16 d)",Damon Minor,1B,1411.0
1155,Age: 45,Bats/Throws: R/R,"6' 1"" / 225","5/4/1974 (45 y, 17 d)",Miguel Cairo,2B,1412.0
1156,Age: 44,Bats/Throws: L/L,"6' 3"" / 240","1/23/1975 (44 y, 3 m, 28 d)",Erubiel Durazo,1B/DH,1413.0
1157,Age: 53,Bats/Throws: R/R,"6' 2"" / 220","5/13/1966 (53 y, 8 d)",Chris Nichting,P,1414.0
1158,Age: 48,Bats/Throws: L/L,"6' 2"" / 195","1/4/1971 (48 y, 4 m, 17 d)",Chris Michalak,P,1415.0
1159,Age: 39,Bats/Throws: B/R,"5' 11"" / 175","8/31/1979 (39 y, 8 m, 21 d)",Ramon Santiago,2B/SS,1417.0
1160,Age: 45,Bats/Throws: R/R,"5' 10"" / 170","9/24/1973 (45 y, 7 m, 27 d)",Jesse Garcia,2B/SS,1418.0
1161,Age: 38,Bats/Throws: L/R,"6' 1"" / 200","11/21/1980 (38 y, 6 m)",Hank Blalock,3B,1419.0
1162,Age: 43,Bats/Throws: B/R,"5' 11"" / 201","3/16/1976 (43 y, 2 m, 5 d)",Abraham Nunez,2B/3B/SS,1420.0
1163,Age: 43,Bats/Throws: L/L,"5' 11"" / 180","8/14/1975 (43 y, 9 m, 7 d)",McKay Christensen,OF,1421.0
1164,Age: 45,Bats/Throws: R/R,"6' 4"" / 185","5/16/1974 (45 y, 5 d)",Jerrod Riggan,P,1422.0
1165,Age: 43,Bats/Throws: L/L,"6' 0"" / 200","6/8/1975 (43 y, 11 m, 13 d)",Matt Perisho,P,1423.0
1166,Age: 45,Bats/Throws: L/R,"5' 11"" / 180","1/11/1974 (45 y, 4 m, 10 d)",Warren Morris,2B,1424.0
1167,Age: 46,Bats/Throws: R/R,"5' 10"" / 180","11/17/1972 (46 y, 6 m, 4 d)",Homer Bush,2B,1425.0
1168,Age: 57,Bats/Throws: L/L,"6' 1"" / 208","9/28/1961 (57 y, 7 m, 23 d)",Ed Vosberg,P,1426.0
1169,Age: 51,Bats/Throws: L/L,"6' 2"" / 225","11/8/1967 (51 y, 6 m, 13 d)",Henry Rodriguez,OF,1427.0
1170,Age: 42,Bats/Throws: R/R,"6' 4"" / 225","2/12/1977 (42 y, 3 m, 9 d)",Gary Knotts,P,1428.0
1171,Age: 41,Bats/Throws: B/R,"5' 9"" / 195","11/8/1977 (41 y, 6 m, 13 d)",Nick Punto,2B/3B/SS,1429.0
1172,Age: 42,Bats/Throws: R/R,"6' 0"" / 178","2/5/1977 (42 y, 3 m, 16 d)",Adam Everett,SS,1430.0
1173,Age: 40,Bats/Throws: R/R,"6' 3"" / 210","9/9/1978 (40 y, 8 m, 12 d)",Kurt Ainsworth,P,1431.0
1174,Age: 45,Bats/Throws: L/L,"6' 0"" / 184","8/9/1973 (45 y, 9 m, 12 d)",Juan Alvarez,P,1432.0
1175,Age: 31,Bats/Throws: R/R,"6' 1"" / 245","8/10/1987 (31 y, 9 m, 11 d)",Wilson Ramos,C,1433.0
1176,Age: 50,Bats/Throws: R/R,"6' 1"" / 195","2/27/1969 (50 y, 2 m, 24 d)",Willie Banks,P,1434.0
1177,Age: 41,Bats/Throws: R/R,"6' 4"" / 220","8/10/1977 (41 y, 9 m, 11 d)",Lorenzo Barcelo,P,1435.0
1178,Age: 50,Bats/Throws: R/R,"6' 3"" / 215","11/18/1968 (50 y, 6 m, 3 d)",Clay Bellinger,3B/OF,1436.0
1179,Age: 41,Bats/Throws: R/R,"6' 4"" / 250","7/26/1977 (41 y, 9 m, 25 d)",Joaquin Benoit,P,1437.0
1180,Age: 45,Bats/Throws: R/R,"5' 10"" / 190","8/21/1973 (45 y, 9 m)",Lou Collier,SS,1438.0
1181,Age: 45,Bats/Throws: R/R,"6' 0"" / 175","10/21/1973 (45 y, 7 m)",Bryan Corey,P,1439.0
1182,Age: 45,Bats/Throws: B/R,"6' 0"" / 200","12/8/1973 (45 y, 5 m, 13 d)",Jeff DaVanon,OF,1440.0
1183,Age: 47,Bats/Throws: R/R,"6' 3"" / 240","7/4/1971 (47 y, 10 m, 17 d)",Brendan Donnelly,P,1441.0
1184,Age: 41,Bats/Throws: R/R,"6' 2"" / 220","12/3/1977 (41 y, 5 m, 18 d)",Chad Durbin,P,1442.0
1185,Age: 41,Bats/Throws: R/R,"5' 10"" / 190","6/6/1977 (41 y, 11 m, 15 d)",Mark Ellis,2B,1443.0
1186,Age: 43,Bats/Throws: R/R,"6' 2"" / 205","9/24/1975 (43 y, 7 m, 27 d)",Mario Encarnacion,OF,1444.0
1187,Age: 44,Bats/Throws: L/L,"5' 11"" / 175","12/26/1974 (44 y, 4 m, 25 d)",Brian Fitzgerald,P,1445.0
1188,Age: 43,Bats/Throws: L/L,"6' 0"" / 190","7/31/1975 (43 y, 9 m, 21 d)",Randy Flores,P,1446.0
1189,Age: 49,Bats/Throws: R/R,"6' 2"" / 205","12/9/1969 (49 y, 5 m, 12 d)",Mike Fyhrie,P,1447.0
1190,Age: 44,Bats/Throws: R/R,"6' 0"" / 220","1/16/1975 (44 y, 4 m, 5 d)",Lee Gardner,P,1448.0
1191,Age: 41,Bats/Throws: R/R,"5' 9"" / 195","1/26/1978 (41 y, 3 m, 25 d)",Esteban German,2B/3B,1449.0
1192,Age: 48,Bats/Throws: R/R,"5' 10"" / 210","5/8/1971 (48 y, 13 d)",Todd Greene,C,1450.0
1193,Age: 41,Bats/Throws: R/R,"6' 7"" / 260","5/9/1978 (41 y, 12 d)",Aaron Harang,P,1451.0
1194,Age: 40,Bats/Throws: R/R,"6' 2"" / 220","1/15/1979 (40 y, 4 m, 6 d)",Ben Howard,P,1452.0
1195,Age: 51,Bats/Throws: R/R,"6' 3"" / 200","8/15/1967 (51 y, 9 m, 6 d)",Mike James,P,1453.0
1196,Age: 47,Bats/Throws: R/L,"6' 0"" / 185","4/11/1972 (47 y, 1 m, 10 d)",Bobby Jones,P,1454.0
1197,Age: 43,Bats/Throws: R/R,"6' 0"" / 190","9/22/1975 (43 y, 7 m, 29 d)",Danny Klassen,2B/3B,1455.0
1198,Age: 43,Bats/Throws: R/R,"6' 2"" / 230","12/13/1975 (43 y, 5 m, 8 d)",Matthew LeCroy,C/DH,1456.0
1199,Age: 44,Bats/Throws: R/R,"6' 2"" / 208","4/10/1975 (44 y, 1 m, 11 d)",Mike Lincoln,P,1457.0
1200,Age: 45,Bats/Throws: R/R,"6' 2"" / 200","10/15/1973 (45 y, 7 m, 6 d)",Mendy Lopez,SS,1458.0
1201,Age: 41,Bats/Throws: R/R,"6' 0"" / 190","5/25/1977 (41 y, 11 m, 26 d)",Fernando Lunar,C,1459.0
1202,Age: 44,Bats/Throws: R/R,"5' 11"" / 205","1/19/1975 (44 y, 4 m, 2 d)",Brian Mallette,P,1460.0
1203,Age: 42,Bats/Throws: B/R,"6' 0"" / 175","10/14/1976 (42 y, 7 m, 7 d)",Henry Mateo,2B,1461.0
1204,Age: 49,Bats/Throws: R/L,"6' 5"" / 210","11/23/1969 (49 y, 5 m, 28 d)",David McCarty,1B/OF,1462.0
1205,Age: 48,Bats/Throws: R/R,"6' 0"" / 225","9/9/1970 (48 y, 8 m, 12 d)",Dan Miceli,P,1463.0
1206,Age: 42,Bats/Throws: R/R,"6' 1"" / 215","2/27/1977 (42 y, 2 m, 24 d)",Craig Monroe,OF,1464.0
1207,Age: 44,Bats/Throws: L/L,"6' 1"" / 205","2/28/1975 (44 y, 2 m, 23 d)",Juan Moreno,P,1465.0
1208,Age: 45,Bats/Throws: R/R,"6' 6"" / 240","7/25/1973 (45 y, 9 m, 26 d)",Guillermo Mota,P,1467.0
